voxel_id,dose_gy,let_kev_um,alpha,beta,sf,bed
9397440,16.869758247517943,0.0,0.1,0.02,0.0006243804428352565,73.78750691345786
9397441,16.84268360541948,0.0,0.1,0.02,0.0006376071725946596,73.57788181187271
9397717,15.036861382956301,0.0,0.1,0.02,0.0024155454859100373,60.2583014330048
9397718,15.196770987850355,0.0,0.1,0.02,0.002158128068621939,61.38514067928441
9397719,15.879277590749135,0.0,0.1,0.02,0.0013189004325678392,66.30956895156267
9397720,16.292165882750712,0.0,0.1,0.02,0.0009702954246937023,69.37909971296398
9397721,16.490713258139447,0.0,0.1,0.02,0.0008351127593796132,70.87943801057467
9397722,16.585474505484072,0.0,0.1,0.02,0.0007769716132951702,71.6010674198965
9397723,16.074158608353706,0.0,0.1,0.02,0.001141984934358839,67.74987360165602
9397724,16.169201883220186,0.0,0.1,0.02,0.0010639339371567977,68.45781979128643
9397725,16.592243166008686,0.0,0.1,0.02,0.0007729663962380537,71.65274982200108
9398002,16.186405562053586,0.0,0.1,0.02,0.0010503466183318184,68.58635056590944
9398003,16.661621936386002,0.0,0.1,0.02,0.0007330071478241258,72.18355104659784
9398004,16.38861929522649,0.0,0.1,0.02,0.0009022681686480155,70.10598777600049
9398005,16.63116296402523,0.0,0.1,0.02,0.0007503071311032596,71.95027927121812
9398006,16.426693010677454,0.0,0.1,0.02,0.000876657509976774,70.39394166408536
9398007,16.582936257787342,0.0,0.1,0.02,0.0007784785466376183,71.58169124375495
9398008,16.30936956158411,0.0,0.1,0.02,0.0009578228954969056,69.50847666084935
9398286,15.736289637166623,0.0,0.1,0.02,0.0014644944306399187,65.26245194612615
9398287,15.922427801593562,0.0,0.1,0.02,0.0012776703197167304,66.62716922098548
9398288,16.166663635523456,0.0,0.1,0.02,0.0010659523802884587,68.43886625635474
9398289,16.155664562170955,0.0,0.1,0.02,0.0010747401096189314,68.35676405124823
9398290,16.511019239713296,0.0,0.1,0.02,0.0008223232017951893,71.03377050654981
9398291,16.987645751655005,0.0,0.1,0.02,0.0005697193203574555,74.70366738839948
9398571,18.11970422439703,0.0,0.1,0.02,0.0002297671746143383,83.78444046032334
9398572,17.641949602367884,0.0,0.1,0.02,0.0003391857465591806,79.88962675686555
9398573,17.33030919071369,0.0,0.1,0.02,0.00043514847991172874,77.39823251986078
9398574,17.286312897303684,0.0,0.1,0.02,0.00045058511628165936,77.04963561400123
9476386,15.241049308782218,0.0,0.1,0.02,0.0020914522213768523,61.698966115328396
9476387,14.799958264594743,0.0,0.1,0.02,0.0028490458816112165,58.60771119134399
9476388,15.580046390056737,0.0,0.1,0.02,0.001640487952591266,64.12761549332072
9476389,16.28144883692007,0.0,0.1,0.02,0.0009781413113082336,69.29856408276925
9476390,16.646392450205614,0.0,0.1,0.02,0.0007416101351952088,72.0668687714581
9476668,11.816389110848382,0.0,0.1,0.02,0.018794707899808038,39.741799434643625
9476669,15.766466582005535,0.0,0.1,0.02,0.0014325832042293314,65.482760278305
9476670,15.594711821193405,0.0,0.1,0.02,0.0016231737881481454,64.23371917840727
9476671,15.732905306904314,0.0,0.1,0.02,0.0014681139655263306,65.2377671861079
9476672,15.773517270052011,0.0,0.1,0.02,0.001425220602633191,65.53428668377782
9476673,16.074722663397424,0.0,0.1,0.02,0.0011415064512646388,67.75406440442597
9476674,16.204737350974423,0.0,0.1,0.02,0.0010360457380952813,68.72343987378754
9476675,16.17709865383224,0.0,0.1,0.02,0.001057677002817076,68.5168028249964
9476676,16.037213002990175,0.0,0.1,0.02,0.0011737338130160288,67.4756531836456
9476677,16.31247186432456,0.0,0.1,0.02,0.0009555896696304836,69.53181952920065
9476951,2.42261641276881,0.0,0.1,0.02,0.6979254082195439,3.5964304694521734
9476952,8.56517583885783,0.0,0.1,0.02,0.09790454291492919,23.237623268968612
9476953,14.911077108207188,0.0,0.1,0.02,0.0026375307503202364,59.379121213587275
9476954,15.92045360894055,0.0,0.1,0.02,0.0012795302978718423,66.61262223182618
9476955,16.269039625958275,0.0,0.1,0.02,0.0009872996482557103,69.20536969615839
9476956,16.48704690035528,0.0,0.1,0.02,0.000837441623543714,70.85158999925821
9476957,16.866091889733777,0.0,0.1,0.02,0.0006261564477013575,73.75910301632248
9476958,16.761459679124087,0.0,0.1,0.02,0.000678872937715846,72.9507657941046
9476959,16.68164589043799,0.0,0.1,0.02,0.0007218373067874252,72.33710781323134
9476960,16.883295568567174,0.0,0.1,0.02,0.0006178635350455157,73.89242941968718
9476961,16.795020954225308,0.0,0.1,0.02,0.0006615290417637812,73.20956672479875
9477234,0.13621929305789698,0.0,0.1,0.02,0.9861044043486096,0.13993043221813561
9477235,1.176900848717607,0.0,0.1,0.02,0.8646832733961148,1.4539199702600516
9477236,6.488607195410013,0.0,0.1,0.02,0.22516964428640523,14.909011862675332
9477237,14.07035306554551,0.0,0.1,0.02,0.0046702997907670935,53.66532014336669
9477238,16.116180709110694,0.0,0.1,0.02,0.0011068427522664239,68.06243683885303
9477239,15.932016737336768,0.0,0.1,0.02,0.0012686717142789516,66.69784820109255
9477240,16.5034044966231,0.0,0.1,0.02,0.0008270977685045063,70.97587649245501
9477241,16.6334191842001,0.0,0.1,0.02,0.0007490127187876508,71.96754593566328
9477242,16.545426597380093,0.0,0.1,0.02,0.0008010673872574641,71.29565485523861
9477243,16.799251367053195,0.0,0.1,0.02,0.0006593724117773712,73.24222066574092
9477244,16.76597211947383,0.0,0.1,0.02,0.0006765165583428582,72.98553634166859
9477245,17.154606044595532,0.0,0.1,0.02,0.0004999158491706851,76.01070775365025
9477518,0.044842375975580995,0.0,0.1,0.02,0.9954857655534539,0.04524454371220807
